nct_id,overall_status,start_date,completion_date,condition,Study design info,eligibility,has_expanded_access,enrollment
NCT04353284,Recruiting,"June 19, 2020","May 31, 2021",COVID-19,"Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,114
NCT04360356,Not yet recruiting,May 2020,December 2020,COVID-19,"Randomized,Parallel Assignment,This study will be a double blind randomized controlled parallel study,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:65 Years",No,100
NCT04441814,Enrolling by invitation,"July 23, 2019",July 2021,"COVID 19,Inflammatory Status","Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:50 Years,Max Age:75 Years",No,960
NCT04503525,Recruiting,"May 25, 2020","June 30, 2021","SARS-CoV,Nutrition Disorders","Other,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,50
NCT04351490,Not yet recruiting,April 2020,July 2020,SARS-CoV 2,"Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:60 Years,Max Age:N/A",No,3140
NCT04401644,Not yet recruiting,June 2020,December 2021,"Diagnoses Disease,Coronavirus","N/A,Single Group Assignment,within group comparison of methods of detection of virus by two test methodologies. Post hoc validation of test performance against reference set.,Diagnostic,None (Open Label),The participants and the primary care provider will be masked to the outcome of the test. The test will not be used to determine clinical care and the result of the original diagnostic test will be masked from the outcomes assessor of the novel test under investigation.","gender:All,Min Age:18 Years,Max Age:100 Years",No,250
NCT04371978,Recruiting,"October 1, 2020","September 30, 2021","COVID 19,Coronavirus,Diabetes Mellitus, Type 2,Diabetes Mellitus,Glucose Metabolism Disorders,Metabolic Disease,Endocrine System Diseases,Dipeptidyl-Peptidase IV Inhibitors,Linagliptin,Severe Acute Respiratory Syndrome Coronavirus 2,Sars-CoV2,Hypoglycemic Agents,Respiratory Tract Diseases,Incretins,Hormones","Randomized,Parallel Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,100
NCT04335201,Not yet recruiting,"April 6, 2020","December 31, 2020",Patients With COVID-19 Pneumonia Will Allow to Detect an Absolute Reduction in the Rate of Respiratory-failure,"N/A,Single Group Assignment,prospective, interventional, single-arm, multicentric, open label trial with a parallel retrospective collection of data on not treated patients from IRCCS, San Raffaele Scientific Institute institutional observational study (ClinicalTrials.gov Identifier: NCT04318366),Treatment,None (Open Label),Italian Hospital","gender:All,Min Age:18 Years,Max Age:N/A",No,50
NCT04335071,Recruiting,"April 26, 2020",October 2020,SARS-CoV-2 Infection,"Randomized,Parallel Assignment,A multicenter, double-blind, randomized controlled phase II trial,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor),All participants and study personnel involved in patient enrolment, treatment, and follow-up will be masked to group assignment until the final report will be completed and a first interpretation of the results has been done.","gender:All,Min Age:30 Years,Max Age:80 Years",No,100
NCT04260308,Recruiting,"February 3, 2020","April 20, 2020",Virus; Pneumonia,"Case-Only,Prospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,30000
NCT04443179,Recruiting,"April 5, 2013",December 2023,"Autism Spectrum Disorder,Attention Deficit Hyperactivity Disorder,Neurodevelopmental Conditions,COVID-19","Case-Control,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:16 Years,Max Age:75 Years",No,790
NCT04521010,Completed,"January 1, 2020","April 30, 2020",COVID-19 Pandemic,"Other,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,700
NCT04418531,Not yet recruiting,June 2020,September 2020,"Pneumonia, Viral,Corona Virus Infection","N/A,Single Group Assignment,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,10
NCT04573270,Completed,"April 24, 2020","September 1, 2020","Covid19,Prophylaxis","Randomized,Single Group Assignment,This study is a randomized assignment, double-blind, placebo-controlled, multi-arm, multi-site study located at Southern California Hospitals at Culver City and Hollywood.,Treatment,Triple (Participant, Care Provider, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,40
NCT04369859,Recruiting,"April 23, 2020","April 22, 2021",Pregnant Women,"Cohort,Prospective","sampling_method:Probability Sample,gender:Female,Min Age:18 Years,Max Age:N/A",No,1300
NCT04384042,Not yet recruiting,May 2020,August 2020,"SARS-CoV Infection,COVID-19,Anosmia,Dysgeusia","Case-Control,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,60
NCT04381988,Recruiting,"May 7, 2020",May 2021,"COVID-19,Cancer","Randomized,Parallel Assignment,This is a randomized (1:1), double-blind, placebo-controlled phase II clinical trial.,Prevention,Triple (Participant, Care Provider, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,132
NCT04449042,Recruiting,"April 1, 2020",December 2025,"Airway Management,COVID19","Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:N/A,Max Age:18 Years",No,15000
NCT04359862,Recruiting,"April 16, 2020","September 16, 2020","Acute Respiratory Distress Syndrome,COVID19 Infection","Randomized,Parallel Assignment,Multicenter, national, randomized, 1:1 ratio, controlled, parallel, open study,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,50
NCT04391829,Not yet recruiting,"May 12, 2020","August 31, 2020","COVID-19,Sars-CoV2,Corona Virus Infection,Semen","N/A,Single Group Assignment,Diagnostic,None (Open Label)","gender:Male,Min Age:18 Years,Max Age:50 Years",No,20
NCT04368637,Recruiting,"May 3, 2020","August 30, 2020","Acute Myocardial Infarction,Ventricular Tachycardia,Sudden Cardiac Death,Stroke, Acute","Cohort,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,50
NCT04389489,Recruiting,"May 14, 2020","September 30, 2020","COVID-19,Dyspareunia,Postpartum Period","Ecologic or Community,Prospective","sampling_method:Non-Probability Sample,gender:Female,Min Age:18 Years,Max Age:45 Years",No,140
NCT04342897,"Active, not recruiting","April 20, 2020","November 30, 2020","COVID-19,Pneumonia","Randomized,Parallel Assignment,Treatment,Double (Participant, Investigator)","gender:All,Min Age:18 Years,Max Age:N/A",No,210
NCT04447638,Completed,"March 20, 2020","June 1, 2020",Tracheostomy,"Case-Only,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:90 Years",No,24
NCT04359225,Not yet recruiting,"June 30, 2020","December 31, 2021",Telehealth,"Randomized,Crossover Assignment,Randomised controlled trial,Other,Triple (Participant, Investigator, Outcomes Assessor),Patient will be blinded to form of telemedicine. Clinician will not be blinded","gender:All,Min Age:1 Year,Max Age:95 Years",No,80
NCT04534790,Recruiting,"July 24, 2020","April 5, 2021",COVID-19 Pneumonia,"Randomized,Parallel Assignment,Treatment,Double (Participant, Care Provider)","gender:All,Min Age:18 Years,Max Age:100 Years",No,30
NCT04382768,Recruiting,"May 1, 2020",January 2021,"Coronavirus Infection,Respiratory Disease,SARS (Disease)","N/A,Single Group Assignment,This is an expanded compassionate use program for patients infected with SARS-CoV-2. All patients or their legally authorized representative must provide written informed consent and the patient will be examined to assess their eligibility. Eligible patients will receive inhalation ibuprofen ate three times a day, plus standard care, until the patient became negative, or their physician considers enough or the patient requested to stop.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,40
NCT04544150,Completed,"June 1, 2020","September 1, 2020",Covid19,"Case-Only,Prospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,220
NCT04380818,Recruiting,"June 5, 2020","July 1, 2021","Pneumonia, Viral","Non-Randomized,Parallel Assignment,Supportive Care,None (Open Label)","gender:All,Min Age:18 Years,Max Age:99 Years",No,106
NCT04362267,Recruiting,"June 15, 2020",September 2020,Sars-CoV2,"Cohort,Cross-Sectional","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,150
NCT04572399,Recruiting,September 2020,December 2020,Coronavirus,"N/A,Single Group Assignment,Intubated patients with confirmed SARS-CoV-2 will receive UV light treatment to potentially reduce bacterial and viral burden.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,5
NCT04366141,Recruiting,"May 1, 2020","January 1, 2021",COVID-19,"Randomized,Parallel Assignment,This will be a prospective, open-label, randomized controlled trial in which patients will be randomly allocated to two study groups on a 1:1 basis into:
COVID-19 barrier box Intervention group: Anesthesiologists will use a COVID barrier box during intubation.
Control group: Anesthesiologists will not use a COVID barrier box during intubation. Standard intubation procedures will be followed for intubation.
A block randomization strategy, using a computer-generated sequence of random numbers, will be used. Randomization will occur preoperatively if consented patients meet the eligibility criteria and provide informed consent.,Prevention,None (Open Label)","gender:All,Min Age:18 Years,Max Age:N/A",No,120
NCT04389463,Recruiting,"May 11, 2020","June 30, 2022",Patients Undergoing Cardiac or Thoracic Surgery,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,350
NCT04324866,Not yet recruiting,"April 1, 2020",December 2020,Coronavirus Infection,"Cohort,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:75 Years",No,300
NCT04347694,Recruiting,"April 11, 2020","April 11, 2021","SARS-CoV 2,Immunization; Infection","Other,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,400
NCT04343742,Recruiting,"April 1, 2020","June 1, 2020",COVID-19,"Case-Only,Prospective","sampling_method:Probability Sample,gender:All,Min Age:N/A,Max Age:N/A",No,20
NCT04369989,Enrolling by invitation,"April 14, 2020","April 14, 2021","Coronavirus,Coronavirus Infection,Corona Virus Infection,COVID,Sars-CoV2,Coronavirus as the Cause of Diseases Classified Elsewhere,SARS-Associated Coronavirus as Cause of Disease Classified Elsewhere,COVID-19,Coronavirus Disease,Coronavirus Sars-Associated as Cause of Disease Classified Elsewhere","Cohort,Other","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,1000
NCT04542512,Not yet recruiting,October 2020,September 2021,"Cholecystitis, Acute,Cholecystitis; Gangrenous,Cholecystitis Suppurative,Covid19","Case-Only,Prospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:100 Years",No,800
NCT04516811,Recruiting,"September 21, 2020","July 31, 2022","COVID-19,SARS-CoV-2 Infection,Severe Acute Respiratory Syndrome Coronavirus 2","Randomized,Parallel Assignment,Participant identification numbers (PIN), assigned at the screening/enrolment visit, will be used throughout the study. After signing the informed consent document, eligible participants will be randomised to one of the treatment arms, stratified by study site, age group (<=65; >65 years old) and body mass index (BMI) (<30; >=30 kg/m2). An electronic randomisation application will generate the treatment allocation. The trial Program Manager (PM), who will have no direct contact with trial participants or involvement in eligibility assessment or outcome assignment, will maintain the randomisation code.,Treatment,Triple (Participant, Care Provider, Investigator),Neither participants nor the investigators will be aware of the participant's treatment allocation until the end of the study (double blinding). Blinding will be maintained by local blood bank preparing the appropriate IP and Placebo. Unmasking procedures are detailed by SOP","gender:All,Min Age:18 Years,Max Age:N/A",No,600
NCT04494204,Recruiting,"August 7, 2020","September 30, 2020",Treatment of Covid-19 Virus Infection,"Randomized,Parallel Assignment,After obtaining the informed consent, patients will be screened by undergoing various assessments and after confirming eligibility, eligible patients will be randomized in the study and assigned either to the test group or control group with Best standard of care as per institutional practice, for 10 days treatment period. Patient will be hospitalized during the treatment period.,Treatment,None (Open Label)","gender:All,Min Age:18 Years,Max Age:70 Years",No,100
NCT04385901,Recruiting,"May 19, 2020","April 19, 2022","SARS-CoV 2,SARS Pneumonia","Non-Randomized,Parallel Assignment,Patients receiving care through the program developed by the University of Missouri Healthcare system will, if willing, return for follow up testing and be compared against a matched group that did not receive the rehabilitative treatment to see if there are short or long term differences.,Treatment,Double (Investigator, Outcomes Assessor),Participants and care providers will know which group they are in, but data will be deidentified and blinded prior to analysis or viewing by the primary investigator","gender:All,Min Age:18 Years,Max Age:N/A",No,72
NCT04290871,Withdrawn,"March 23, 2020","March 1, 2022","Coronavirus,SARS (Severe Acute Respiratory Syndrome)","Randomized,Parallel Assignment,Treatment,Triple (Participant, Care Provider, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,0
NCT04347070,Recruiting,"April 1, 2017","December 1, 2022","Sars-CoV2,COVID-19","Cohort,Retrospective","sampling_method:Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,150
NCT04350593,Recruiting,"April 22, 2020",December 2020,COVID-19,"Randomized,Parallel Assignment,Treatment,Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)","gender:All,Min Age:18 Years,Max Age:N/A",No,900
NCT04377763,Recruiting,"July 15, 2020",December 2020,COVID-19,"Cohort,Retrospective","sampling_method:Non-Probability Sample,gender:All,Min Age:18 Years,Max Age:N/A",No,500
